"","Year","Scenario","OM","Rho","Frequency","HCR","SSBest","Fest","Catchest","Rest","X","F.FMSY","SSB.SSBMSY","SSBCI_Lower","SSBCI_Upper","FCI_Lower","FCI_Upper","CatchCI_Lower","CatchCI_Upper","RCI_Lower","RCI_Upper","SSB","F_full","Catchsim","R"
"38",2039,3,1,"No rho-adjustment","Two year updates",3,20065.99,0.8701455,7963.5845,16324875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2039,3,1,"No rho-adjustment","Two year updates",3,20065.99,0.8701455,7963.5845,16324875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2039,3,1,"No rho-adjustment","Two year updates",3,20065.99,0.8701455,7963.5845,16324875,NA,NA,NA,30441.47351,32314.16814,0.133660905,0.141363603,3302.735854,3463.136584,2846507.898,3331896.349,31270.3707369904,0.138351630522116,3389.25389983736,3095299.21761297
"41",2039,3,1,"No rho-adjustment","Two year updates",3,20065.99,0.8701455,7963.5845,16324875,NA,NA,NA,30441.47351,32314.16814,0.133660905,0.141363603,3302.735854,3463.136584,2846507.898,3331896.349,31270.3707369904,0.138351630522116,3389.25389983736,3095299.21761297
"42",2039,3,1,"No rho-adjustment","Two year updates",3,20065.99,0.8701455,7963.5845,16324875,NA,NA,NA,30441.47351,32314.16814,0.133660905,0.141363603,3302.735854,3463.136584,2846507.898,3331896.349,NA,NA,NA,NA
"43",2039,3,1,"No rho-adjustment","Two year updates",3,20065.99,0.8701455,7963.5845,16324875,NA,NA,NA,30441.47351,32314.16814,0.133660905,0.141363603,3302.735854,3463.136584,2846507.898,3331896.349,NA,NA,NA,NA
"44",2040,3,1,"No rho-adjustment","Two year updates",3,22874.11,0.8818916,9599.7535,16988885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31755.1944786756,0.132795729330926,NA,2762810.65979367
"45",2040,3,1,"No rho-adjustment","Two year updates",3,22874.11,0.8818916,9599.7535,16988885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31755.1944786756,0.132795729330926,NA,2762810.65979367
"46",2040,3,1,"No rho-adjustment","Two year updates",3,22874.11,0.8818916,9599.7535,16988885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2040,3,1,"No rho-adjustment","Two year updates",3,22874.11,0.8818916,9599.7535,16988885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",2040,3,1,"No rho-adjustment","Two year updates",3,22874.11,0.8818916,9599.7535,16988885,NA,NA,NA,30955.16518,32472.76295,0.130045563,0.136656826,NA,NA,2584424.99,2968305.937,31755.1944786756,0.132795729330926,NA,2762810.65979367
"49",2040,3,1,"No rho-adjustment","Two year updates",3,22874.11,0.8818916,9599.7535,16988885,NA,NA,NA,30955.16518,32472.76295,0.130045563,0.136656826,NA,NA,2584424.99,2968305.937,31755.1944786756,0.132795729330926,NA,2762810.65979367
"50",2040,3,1,"No rho-adjustment","Two year updates",3,22874.11,0.8818916,9599.7535,16988885,NA,NA,NA,30955.16518,32472.76295,0.130045563,0.136656826,NA,NA,2584424.99,2968305.937,NA,NA,NA,NA
"51",2040,3,1,"No rho-adjustment","Two year updates",3,22874.11,0.8818916,9599.7535,16988885,NA,NA,NA,30955.16518,32472.76295,0.130045563,0.136656826,NA,NA,2584424.99,2968305.937,NA,NA,NA,NA
"52",2038,4,1,"No rho-adjustment","Two year updates",4,16216.935,1.045711,6799.6385,10320840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42434.1568087761,0.128466192371481,4160.13177100644,2885423.85957544
"53",2038,4,1,"No rho-adjustment","Two year updates",4,16216.935,1.045711,6799.6385,10320840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42434.1568087761,0.128466192371481,4160.13177100644,2885423.85957544
"54",2038,4,1,"No rho-adjustment","Two year updates",4,16216.935,1.045711,6799.6385,10320840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",2038,4,1,"No rho-adjustment","Two year updates",4,16216.935,1.045711,6799.6385,10320840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",2038,4,1,"No rho-adjustment","Two year updates",4,16216.935,1.045711,6799.6385,10320840,NA,NA,NA,41025.31059,43945.72745,0.124779897,0.131721098,4055.634746,4267.925905,2721556.076,3149583.034,42434.1568087761,0.128466192371481,4160.13177100644,2885423.85957544
"57",2038,4,1,"No rho-adjustment","Two year updates",4,16216.935,1.045711,6799.6385,10320840,NA,NA,NA,41025.31059,43945.72745,0.124779897,0.131721098,4055.634746,4267.925905,2721556.076,3149583.034,42434.1568087761,0.128466192371481,4160.13177100644,2885423.85957544
"58",2038,4,1,"No rho-adjustment","Two year updates",4,16216.935,1.045711,6799.6385,10320840,NA,NA,NA,41025.31059,43945.72745,0.124779897,0.131721098,4055.634746,4267.925905,2721556.076,3149583.034,NA,NA,NA,NA
"59",2038,4,1,"No rho-adjustment","Two year updates",4,16216.935,1.045711,6799.6385,10320840,NA,NA,NA,41025.31059,43945.72745,0.124779897,0.131721098,4055.634746,4267.925905,2721556.076,3149583.034,NA,NA,NA,NA
"60",2039,4,1,"No rho-adjustment","Two year updates",4,20161.155,0.8647992,8004.455,16379850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41307.4796368271,0.128466871379905,3947.22761495006,2849586.16344072
"61",2039,4,1,"No rho-adjustment","Two year updates",4,20161.155,0.8647992,8004.455,16379850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41307.4796368271,0.128466871379905,3947.22761495006,2849586.16344072
"62",2039,4,1,"No rho-adjustment","Two year updates",4,20161.155,0.8647992,8004.455,16379850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2039,4,1,"No rho-adjustment","Two year updates",4,20161.155,0.8647992,8004.455,16379850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2039,4,1,"No rho-adjustment","Two year updates",4,20161.155,0.8647992,8004.455,16379850,NA,NA,NA,40033.08994,42301.99339,0.124780202,0.131721102,3867.809588,4064.752667,2619932.264,3079422.742,41307.4796368271,0.128466871379905,3947.22761495006,2849586.16344072
"65",2039,4,1,"No rho-adjustment","Two year updates",4,20161.155,0.8647992,8004.455,16379850,NA,NA,NA,40033.08994,42301.99339,0.124780202,0.131721102,3867.809588,4064.752667,2619932.264,3079422.742,41307.4796368271,0.128466871379905,3947.22761495006,2849586.16344072
"66",2039,4,1,"No rho-adjustment","Two year updates",4,20161.155,0.8647992,8004.455,16379850,NA,NA,NA,40033.08994,42301.99339,0.124780202,0.131721102,3867.809588,4064.752667,2619932.264,3079422.742,NA,NA,NA,NA
"67",2039,4,1,"No rho-adjustment","Two year updates",4,20161.155,0.8647992,8004.455,16379850,NA,NA,NA,40033.08994,42301.99339,0.124780202,0.131721102,3867.809588,4064.752667,2619932.264,3079422.742,NA,NA,NA,NA
"68",2040,4,1,"No rho-adjustment","Two year updates",4,22862.355,0.8765613,9615.342,16865570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39276.8337346233,0.13825618302243,NA,2984685.93587999
"69",2040,4,1,"No rho-adjustment","Two year updates",4,22862.355,0.8765613,9615.342,16865570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39276.8337346233,0.13825618302243,NA,2984685.93587999
"70",2040,4,1,"No rho-adjustment","Two year updates",4,22862.355,0.8765613,9615.342,16865570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",2040,4,1,"No rho-adjustment","Two year updates",4,22862.355,0.8765613,9615.342,16865570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2040,4,1,"No rho-adjustment","Two year updates",4,22862.355,0.8765613,9615.342,16865570,NA,NA,NA,37988.56652,40639.12959,0.13460804,0.141936948,NA,NA,2743354.498,3188503.562,39276.8337346233,0.13825618302243,NA,2984685.93587999
"73",2040,4,1,"No rho-adjustment","Two year updates",4,22862.355,0.8765613,9615.342,16865570,NA,NA,NA,37988.56652,40639.12959,0.13460804,0.141936948,NA,NA,2743354.498,3188503.562,39276.8337346233,0.13825618302243,NA,2984685.93587999
"74",2040,4,1,"No rho-adjustment","Two year updates",4,22862.355,0.8765613,9615.342,16865570,NA,NA,NA,37988.56652,40639.12959,0.13460804,0.141936948,NA,NA,2743354.498,3188503.562,NA,NA,NA,NA
"75",2040,4,1,"No rho-adjustment","Two year updates",4,22862.355,0.8765613,9615.342,16865570,NA,NA,NA,37988.56652,40639.12959,0.13460804,0.141936948,NA,NA,2743354.498,3188503.562,NA,NA,NA,NA
"76",2038,5,3,"No rho-adjustment","Two year updates",1,24219.91,0.8150882,9598.739,15920610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15849.9789443724,0.178494184351687,1851.73851429796,5413726.14187129
"77",2038,5,3,"No rho-adjustment","Two year updates",1,24219.91,0.8150882,9598.739,15920610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15849.9789443724,0.178494184351687,1851.73851429796,5413726.14187129
"78",2038,5,3,"No rho-adjustment","Two year updates",1,24219.91,0.8150882,9598.739,15920610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2038,5,3,"No rho-adjustment","Two year updates",1,24219.91,0.8150882,9598.739,15920610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2038,5,3,"No rho-adjustment","Two year updates",1,24219.91,0.8150882,9598.739,15920610,NA,NA,NA,15273.54457,16424.70228,0.170532068,0.186428698,1754.196447,1926.912354,4878814.264,5813624.521,15849.9789443724,0.178494184351687,1851.73851429796,5413726.14187129
"81",2038,5,3,"No rho-adjustment","Two year updates",1,24219.91,0.8150882,9598.739,15920610,NA,NA,NA,15273.54457,16424.70228,0.170532068,0.186428698,1754.196447,1926.912354,4878814.264,5813624.521,15849.9789443724,0.178494184351687,1851.73851429796,5413726.14187129
"82",2038,5,3,"No rho-adjustment","Two year updates",1,24219.91,0.8150882,9598.739,15920610,NA,NA,NA,15273.54457,16424.70228,0.170532068,0.186428698,1754.196447,1926.912354,4878814.264,5813624.521,NA,NA,NA,NA
"83",2038,5,3,"No rho-adjustment","Two year updates",1,24219.91,0.8150882,9598.739,15920610,NA,NA,NA,15273.54457,16424.70228,0.170532068,0.186428698,1754.196447,1926.912354,4878814.264,5813624.521,NA,NA,NA,NA
"84",2039,5,3,"No rho-adjustment","Two year updates",1,26036.42,0.8103119,10641.38,16663725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16306.726513035,0.178497067922757,1873.2717213319,5297181.86726799
"85",2039,5,3,"No rho-adjustment","Two year updates",1,26036.42,0.8103119,10641.38,16663725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16306.726513035,0.178497067922757,1873.2717213319,5297181.86726799
"86",2039,5,3,"No rho-adjustment","Two year updates",1,26036.42,0.8103119,10641.38,16663725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2039,5,3,"No rho-adjustment","Two year updates",1,26036.42,0.8103119,10641.38,16663725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2039,5,3,"No rho-adjustment","Two year updates",1,26036.42,0.8103119,10641.38,16663725,NA,NA,NA,15874.14522,16822.13523,0.170532192,0.186434911,1804.405463,1955.452696,4882058.23,5768086.54,16306.726513035,0.178497067922757,1873.2717213319,5297181.86726799
"89",2039,5,3,"No rho-adjustment","Two year updates",1,26036.42,0.8103119,10641.38,16663725,NA,NA,NA,15874.14522,16822.13523,0.170532192,0.186434911,1804.405463,1955.452696,4882058.23,5768086.54,16306.726513035,0.178497067922757,1873.2717213319,5297181.86726799
"90",2039,5,3,"No rho-adjustment","Two year updates",1,26036.42,0.8103119,10641.38,16663725,NA,NA,NA,15874.14522,16822.13523,0.170532192,0.186434911,1804.405463,1955.452696,4882058.23,5768086.54,NA,NA,NA,NA
"91",2039,5,3,"No rho-adjustment","Two year updates",1,26036.42,0.8103119,10641.38,16663725,NA,NA,NA,15874.14522,16822.13523,0.170532192,0.186434911,1804.405463,1955.452696,4882058.23,5768086.54,NA,NA,NA,NA
"92",2040,5,3,"No rho-adjustment","Two year updates",1,27276.37,0.61568715,8889.4035,30218990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16326.9290980788,0.186439029819736,NA,5255531.92081672
"93",2040,5,3,"No rho-adjustment","Two year updates",1,27276.37,0.61568715,8889.4035,30218990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16326.9290980788,0.186439029819736,NA,5255531.92081672
"94",2040,5,3,"No rho-adjustment","Two year updates",1,27276.37,0.61568715,8889.4035,30218990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",2040,5,3,"No rho-adjustment","Two year updates",1,27276.37,0.61568715,8889.4035,30218990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2040,5,3,"No rho-adjustment","Two year updates",1,27276.37,0.61568715,8889.4035,30218990,NA,NA,NA,15902.6335,16805.31659,0.179759873,0.193309401,NA,NA,4873932.62,5768354.176,16326.9290980788,0.186439029819736,NA,5255531.92081672
"97",2040,5,3,"No rho-adjustment","Two year updates",1,27276.37,0.61568715,8889.4035,30218990,NA,NA,NA,15902.6335,16805.31659,0.179759873,0.193309401,NA,NA,4873932.62,5768354.176,16326.9290980788,0.186439029819736,NA,5255531.92081672
"98",2040,5,3,"No rho-adjustment","Two year updates",1,27276.37,0.61568715,8889.4035,30218990,NA,NA,NA,15902.6335,16805.31659,0.179759873,0.193309401,NA,NA,4873932.62,5768354.176,NA,NA,NA,NA
"99",2040,5,3,"No rho-adjustment","Two year updates",1,27276.37,0.61568715,8889.4035,30218990,NA,NA,NA,15902.6335,16805.31659,0.179759873,0.193309401,NA,NA,4873932.62,5768354.176,NA,NA,NA,NA
"100",2038,6,3,"No rho-adjustment","Two year updates",2,24317.13,0.814673,9624.43,15926810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15337.146637778,0.208067267225638,2044.66626985633,5476962.91655062
"101",2038,6,3,"No rho-adjustment","Two year updates",2,24317.13,0.814673,9624.43,15926810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15337.146637778,0.208067267225638,2044.66626985633,5476962.91655062
"102",2038,6,3,"No rho-adjustment","Two year updates",2,24317.13,0.814673,9624.43,15926810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2038,6,3,"No rho-adjustment","Two year updates",2,24317.13,0.814673,9624.43,15926810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",2038,6,3,"No rho-adjustment","Two year updates",2,24317.13,0.814673,9624.43,15926810,NA,NA,NA,14904.51896,15986.47896,0.20147831,0.217791268,1958.463503,2112.444217,5156509.53,5890910.054,15337.146637778,0.208067267225638,2044.66626985633,5476962.91655062
"105",2038,6,3,"No rho-adjustment","Two year updates",2,24317.13,0.814673,9624.43,15926810,NA,NA,NA,14904.51896,15986.47896,0.20147831,0.217791268,1958.463503,2112.444217,5156509.53,5890910.054,15337.146637778,0.208067267225638,2044.66626985633,5476962.91655062
"106",2038,6,3,"No rho-adjustment","Two year updates",2,24317.13,0.814673,9624.43,15926810,NA,NA,NA,14904.51896,15986.47896,0.20147831,0.217791268,1958.463503,2112.444217,5156509.53,5890910.054,NA,NA,NA,NA
"107",2038,6,3,"No rho-adjustment","Two year updates",2,24317.13,0.814673,9624.43,15926810,NA,NA,NA,14904.51896,15986.47896,0.20147831,0.217791268,1958.463503,2112.444217,5156509.53,5890910.054,NA,NA,NA,NA
"108",2039,6,3,"No rho-adjustment","Two year updates",2,26135.63,0.8130828,10669.71,16691600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15586.345832055,0.208075229108022,2047.57666703656,5356452.8774168
"109",2039,6,3,"No rho-adjustment","Two year updates",2,26135.63,0.8130828,10669.71,16691600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15586.345832055,0.208075229108022,2047.57666703656,5356452.8774168
"110",2039,6,3,"No rho-adjustment","Two year updates",2,26135.63,0.8130828,10669.71,16691600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",2039,6,3,"No rho-adjustment","Two year updates",2,26135.63,0.8130828,10669.71,16691600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2039,6,3,"No rho-adjustment","Two year updates",2,26135.63,0.8130828,10669.71,16691600,NA,NA,NA,15120.83884,16161.761,0.201477851,0.217794514,1961.552397,2126.461303,5017560.431,5830576.495,15586.345832055,0.208075229108022,2047.57666703656,5356452.8774168
"113",2039,6,3,"No rho-adjustment","Two year updates",2,26135.63,0.8130828,10669.71,16691600,NA,NA,NA,15120.83884,16161.761,0.201477851,0.217794514,1961.552397,2126.461303,5017560.431,5830576.495,15586.345832055,0.208075229108022,2047.57666703656,5356452.8774168
"114",2039,6,3,"No rho-adjustment","Two year updates",2,26135.63,0.8130828,10669.71,16691600,NA,NA,NA,15120.83884,16161.761,0.201477851,0.217794514,1961.552397,2126.461303,5017560.431,5830576.495,NA,NA,NA,NA
"115",2039,6,3,"No rho-adjustment","Two year updates",2,26135.63,0.8130828,10669.71,16691600,NA,NA,NA,15120.83884,16161.761,0.201477851,0.217794514,1961.552397,2126.461303,5017560.431,5830576.495,NA,NA,NA,NA
"116",2040,6,3,"No rho-adjustment","Two year updates",2,27286.01,0.6173929,8899.755,30329230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15321.1474326352,0.209684352138952,NA,5413454.13664784
"117",2040,6,3,"No rho-adjustment","Two year updates",2,27286.01,0.6173929,8899.755,30329230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15321.1474326352,0.209684352138952,NA,5413454.13664784
"118",2040,6,3,"No rho-adjustment","Two year updates",2,27286.01,0.6173929,8899.755,30329230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",2040,6,3,"No rho-adjustment","Two year updates",2,27286.01,0.6173929,8899.755,30329230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",2040,6,3,"No rho-adjustment","Two year updates",2,27286.01,0.6173929,8899.755,30329230,NA,NA,NA,14829.76951,15907.55711,0.2023913,0.216773768,NA,NA,4919989.988,5797029.03,15321.1474326352,0.209684352138952,NA,5413454.13664784
