"","catch","Time","Scenario"
"63",293.144982719868,"Short-term",1
"64",173.830632343279,"Short-term",1
"65",250.068575700136,"Short-term",1
"66",215.662867886425,"Short-term",1
"67",241.752439367163,"Short-term",1
"68",195.295854400941,"Short-term",1
"69",270.906869118965,"Short-term",1
"70",122.263486952655,"Short-term",1
"71",466.896124322257,"Short-term",1
"72",410.138935860394,"Short-term",1
"73",285.735202548102,"Short-term",1
"74",355.260154967685,"Short-term",1
"75",204.823814186119,"Short-term",1
"76",407.502942508909,"Short-term",1
"77",270.442191992828,"Short-term",1
"78",317.592041382443,"Short-term",1
"79",267.131995544501,"Short-term",1
"80",481.372577571636,"Short-term",1
"81",421.311724101318,"Short-term",1
"82",889.464820448496,"Short-term",1
"83",128.734783851687,"Short-term",1
"84",111.542519820619,"Short-term",1
"85",555.68423366026,"Short-term",1
"86",366.362761139528,"Short-term",1
"87",427.924023196461,"Short-term",1
"88",186.374428145796,"Short-term",1
"89",347.711931063639,"Short-term",1
"90",300.000516363398,"Short-term",1
"91",211.122267272705,"Short-term",1
"92",336.685639458349,"Short-term",1
"93",198.533968587283,"Short-term",1
"94",761.497298590052,"Short-term",1
"95",208.312293014879,"Short-term",1
"96",537.700096409955,"Short-term",1
"97",222.408587961622,"Short-term",1
"98",361.374125124668,"Short-term",1
"99",195.666608205884,"Short-term",1
"100",168.418446655191,"Short-term",1
"101",134.332944107137,"Short-term",1
"102",149.633701735455,"Short-term",1
"103",232.502643526521,"Short-term",1
"104",291.565726888374,"Short-term",1
"105",267.228342382613,"Short-term",1
"106",357.975033015548,"Short-term",1
"107",434.845421174167,"Short-term",1
"108",416.475149811575,"Short-term",1
"109",473.591441416754,"Short-term",1
"110",238.093951313192,"Short-term",1
"111",273.342409110624,"Short-term",1
"112",395.804690874474,"Short-term",1
"113",386.269623631611,"Short-term",1
"114",240.594705893458,"Short-term",1
"115",456.215743880747,"Short-term",1
"116",397.750295047508,"Short-term",1
"117",380.637456117892,"Short-term",1
"118",323.565161736558,"Short-term",1
"119",171.892973826575,"Short-term",1
"120",315.72065659714,"Short-term",1
"121",364.84653620882,"Short-term",1
"122",445.947401568749,"Short-term",1
"123",364.887857515185,"Short-term",1
"124",624.151500232963,"Short-term",1
"125",731.024984352567,"Short-term",1
"126",626.714501159058,"Short-term",1
"127",139.795529972727,"Short-term",1
"128",367.294368568183,"Short-term",1
"129",761.559105975532,"Short-term",1
"130",359.92978532961,"Short-term",1
"131",260.131761466725,"Short-term",1
"132",640.37444529399,"Short-term",1
"133",188.296219710031,"Short-term",1
"134",292.629423946601,"Short-term",1
"135",290.44557483803,"Short-term",1
"136",274.126013189425,"Short-term",1
"137",299.684630882168,"Short-term",1
"138",250.911871401943,"Short-term",1
"139",151.369824082842,"Short-term",1
"140",237.709283985089,"Short-term",1
"141",229.402909186172,"Short-term",1
"142",348.783910378601,"Short-term",1
"143",137.766928891024,"Short-term",1
"144",166.900831316085,"Short-term",1
"145",196.453557873167,"Short-term",1
"146",227.43515671034,"Short-term",1
"147",193.589214719324,"Short-term",1
"148",623.481315461807,"Short-term",1
"149",216.007886985069,"Short-term",1
"150",346.913182229872,"Short-term",1
"151",386.516099913058,"Short-term",1
"152",190.14269741271,"Short-term",1
"153",250.202276987956,"Short-term",1
"154",475.334856483785,"Short-term",1
"155",245.639273014078,"Short-term",1
"156",279.947703761029,"Short-term",1
"157",353.056407778805,"Short-term",1
"158",233.094006634678,"Short-term",1
"159",283.611979048565,"Short-term",1
"160",443.543260959862,"Short-term",1
"161",163.390556315298,"Short-term",1
"162",125.489743502742,"Short-term",1
"163",202.992536485651,"Short-term",1
"164",211.740693515129,"Short-term",1
"165",331.530033923034,"Short-term",1
"166",398.924956847971,"Short-term",1
"167",263.152422922041,"Short-term",1
"168",338.317586506504,"Short-term",1
"169",166.508397030834,"Short-term",1
"170",220.630886265648,"Short-term",1
"171",279.652041740841,"Short-term",1
"172",151.223936104047,"Short-term",1
"173",251.280613715336,"Short-term",1
"174",186.897246205162,"Short-term",1
"175",187.914445565943,"Short-term",1
"176",348.435135063618,"Short-term",1
"177",267.156286425608,"Short-term",1
"178",193.607054168053,"Short-term",1
"179",190.270065584414,"Short-term",1
"180",140.908034441697,"Short-term",1
"181",275.302980851202,"Short-term",1
"182",223.54401372071,"Short-term",1
"183",98.5844361538375,"Short-term",1
"184",189.760821773891,"Short-term",1
"185",307.522220210678,"Short-term",1
"186",266.995385693675,"Short-term",1
"187",208.678585459685,"Short-term",1
"188",307.153152380429,"Short-term",1
"189",220.294122545142,"Short-term",1
"190",234.004582783472,"Short-term",1
"191",288.536286773669,"Short-term",1
"192",482.567107091219,"Short-term",1
"193",462.477461289516,"Short-term",1
"194",233.597223077528,"Short-term",1
"195",243.31135808086,"Short-term",1
"196",201.69244008811,"Short-term",1
"197",387.018197268732,"Short-term",1
"198",266.959403070699,"Short-term",1
"199",334.726777548476,"Short-term",1
"200",354.803102938644,"Short-term",1
"201",114.396368737854,"Short-term",1
"202",126.26101685394,"Short-term",1
"203",460.635056511987,"Short-term",1
"204",346.134977343253,"Short-term",1
"205",173.195191905916,"Short-term",1
"206",373.624454167145,"Short-term",1
"207",288.870309621814,"Short-term",1
"208",220.168882318046,"Short-term",1
"209",265.413163371092,"Short-term",1
"210",238.995490162299,"Short-term",1
"211",224.787449546714,"Short-term",1
"212",446.991257818812,"Short-term",1
"213",160.16240668662,"Short-term",1
"214",258.794927588661,"Short-term",1
"215",202.078060229698,"Short-term",1
"216",222.28352944101,"Short-term",1
"217",345.821717978347,"Short-term",1
"218",152.256546632347,"Short-term",1
"219",557.682928041186,"Short-term",1
"220",333.270271005977,"Short-term",1
"221",127.818726349114,"Short-term",1
"222",212.239526532273,"Short-term",1
"223",497.800224483831,"Short-term",1
"224",287.253469255072,"Short-term",1
"225",251.391927823233,"Short-term",1
"226",413.878238757112,"Short-term",1
"227",123.740231658325,"Short-term",1
"228",221.930696132691,"Short-term",1
"229",300.586341418258,"Short-term",1
"230",274.778813091641,"Short-term",1
"231",265.09993769289,"Short-term",1
"232",233.710122485815,"Short-term",1
"233",229.370135762428,"Short-term",1
"234",167.623604938978,"Short-term",1
"235",279.425191033223,"Short-term",1
"236",246.433690900098,"Short-term",1
"237",619.45397878665,"Short-term",1
"238",289.072617661945,"Short-term",1
"239",424.105391167361,"Short-term",1
"240",317.328020046093,"Short-term",1
"241",183.599337951378,"Short-term",1
"242",73.1783874962981,"Short-term",1
"243",163.222604581033,"Short-term",1
"244",558.825672563826,"Short-term",1
"245",338.566687139124,"Short-term",1
"246",338.51653012957,"Short-term",1
"247",179.337858657876,"Short-term",1
"248",404.028883061903,"Short-term",1
"249",384.751281663349,"Short-term",1
"250",289.849687133183,"Short-term",1
"251",245.421193306075,"Short-term",1
"252",232.298842864702,"Short-term",1
"253",469.754304679846,"Short-term",1
"254",486.669592217982,"Short-term",1
"255",286.438013230686,"Short-term",1
"256",469.812506919703,"Short-term",1
"257",242.957649987175,"Short-term",1
"258",326.737999935548,"Short-term",1
"259",231.857662980717,"Short-term",1
"260",477.83389455285,"Short-term",1
"261",318.73455613516,"Short-term",1
"262",1184.31228345041,"Short-term",1
"263",168.665239435656,"Short-term",1
"264",228.012041007808,"Short-term",1
"265",465.702540521213,"Short-term",1
"266",502.59463689503,"Short-term",1
"267",566.577610367877,"Short-term",1
"268",305.269458684194,"Short-term",1
"269",436.875543534091,"Short-term",1
"270",146.654111633909,"Short-term",1
"271",149.627222267515,"Short-term",1
"272",781.979654966235,"Short-term",1
"273",420.880467483833,"Short-term",1
"274",222.86361229204,"Short-term",1
"275",327.41008308583,"Short-term",1
"276",379.556280716054,"Short-term",1
"277",348.877214362905,"Short-term",1
"278",260.542702319777,"Short-term",1
"279",175.524095834715,"Short-term",1
"280",294.914588282311,"Short-term",1
"281",175.984378338048,"Short-term",1
"282",583.39522687153,"Short-term",1
"283",177.827717121396,"Short-term",1
"284",75.7816115691247,"Short-term",1
"285",131.946585149159,"Short-term",1
"286",266.463831118658,"Short-term",1
"287",354.188986121553,"Short-term",1
"288",632.339772441451,"Short-term",1
"289",445.06068701693,"Short-term",1
"290",344.908267635887,"Short-term",1
"291",362.047976792875,"Short-term",1
"292",348.832340915122,"Short-term",1
"293",250.735736577289,"Short-term",1
"294",253.842059638199,"Short-term",1
"295",311.384978328745,"Short-term",1
"296",291.021393755386,"Short-term",1
"297",202.871111247036,"Short-term",1
"298",126.206053030706,"Short-term",1
"299",389.318747997711,"Short-term",1
"300",57.1153228122709,"Short-term",1
"301",428.446822045331,"Short-term",1
"302",185.264609196374,"Short-term",1
"303",290.454930330045,"Short-term",1
"304",252.040634484667,"Short-term",1
"305",384.657258212905,"Short-term",1
"306",461.443760252367,"Short-term",1
"307",343.29016808017,"Short-term",1
"308",291.594753918208,"Short-term",1
"309",303.393181078731,"Short-term",1
"310",279.29752097155,"Short-term",1
"311",98.2884981480292,"Short-term",1
"312",490.911512518105,"Short-term",1
"313",158.328984155537,"Short-term",1
"314",193.303873502545,"Short-term",1
"315",403.674866628412,"Short-term",1
"316",485.924075963004,"Short-term",1
"317",226.003096821304,"Short-term",1
"318",229.456834783597,"Short-term",1
"319",454.059948691805,"Short-term",1
"320",480.928378361558,"Short-term",1
"321",338.829536208931,"Short-term",1
"322",437.349240572722,"Short-term",1
"323",377.283837038854,"Short-term",1
"324",190.626283351734,"Short-term",1
"325",246.205738940237,"Short-term",1
"326",345.478477368392,"Short-term",1
"327",141.499741951152,"Short-term",1
"328",463.505166579579,"Short-term",1
"329",213.125408473466,"Short-term",1
"330",366.014233037038,"Short-term",1
"331",304.617188246472,"Short-term",1
"332",466.981620534883,"Short-term",1
"333",340.773827274644,"Short-term",1
"334",503.857582157448,"Short-term",1
"335",411.031713171169,"Short-term",1
"336",322.850681212345,"Short-term",1
"337",188.134869026343,"Short-term",1
"338",399.754158158526,"Short-term",1
"339",201.189621879805,"Short-term",1
"340",240.827910677517,"Short-term",1
"341",561.580465308507,"Short-term",1
"342",340.34844941969,"Short-term",1
"343",272.529950580079,"Short-term",1
"344",153.10655307665,"Short-term",1
"345",259.050562165103,"Short-term",1
"346",201.301071166259,"Short-term",1
"347",314.021235791862,"Short-term",1
"348",117.172487769133,"Short-term",1
"349",220.357003399456,"Short-term",1
"350",391.767013300467,"Short-term",1
"351",333.709493177214,"Short-term",1
"352",292.803928915012,"Short-term",1
"353",199.183085726997,"Short-term",1
"354",302.284701771164,"Short-term",1
"355",318.274660318395,"Short-term",1
"356",347.029298876323,"Short-term",1
"357",196.755381208974,"Short-term",1
"358",224.553956616313,"Short-term",1
"359",210.14265819954,"Short-term",1
"360",192.464205164414,"Short-term",1
"361",508.812715166779,"Short-term",1
"362",326.418901866026,"Short-term",1
"363",204.783257518502,"Short-term",1
"364",66.3310755008768,"Short-term",1
"365",426.748887755412,"Short-term",1
"366",395.442238783457,"Short-term",1
"367",326.151416066057,"Short-term",1
"368",106.94728644853,"Short-term",1
"369",132.964668570155,"Short-term",1
"370",233.218174833508,"Short-term",1
"371",849.038559488388,"Short-term",1
"372",310.403405722099,"Short-term",1
"373",126.241456789536,"Short-term",1
"374",109.381484384431,"Short-term",1
"375",426.496367004897,"Short-term",1
"376",332.198675694812,"Short-term",1
"377",165.68916096451,"Short-term",1
"378",226.702765121323,"Short-term",1
"379",202.149104542526,"Short-term",1
"380",282.239738863745,"Short-term",1
"381",365.452426776462,"Short-term",1
"382",303.889852647038,"Short-term",1
"383",158.685124563165,"Short-term",1
"384",334.68295402055,"Short-term",1
"385",228.77965618165,"Short-term",1
"386",230.058394919932,"Short-term",1
"387",430.37660966273,"Short-term",1
"388",487.096904349868,"Short-term",1
"389",532.630831695969,"Short-term",1
"390",161.388519145032,"Short-term",1
"391",337.528341127857,"Short-term",1
"392",261.308960082028,"Short-term",1
"393",409.590117456189,"Short-term",1
"394",158.312290463738,"Short-term",1
"395",363.255281118847,"Short-term",1
"396",304.301198104123,"Short-term",1
"397",114.806090338135,"Short-term",1
"398",273.835031886108,"Short-term",1
"399",488.858948250372,"Short-term",1
"400",348.263816741418,"Short-term",1
"401",374.72695934806,"Short-term",1
"402",575.752185414779,"Short-term",1
"403",323.133785877523,"Short-term",1
"404",322.048381057635,"Short-term",1
"405",278.181940540203,"Short-term",1
"406",150.583369509399,"Short-term",1
"407",405.734022556912,"Short-term",1
"408",182.860003407778,"Short-term",1
"409",612.865292752361,"Short-term",1
"410",173.280381500158,"Short-term",1
"411",317.988968688054,"Short-term",1
"412",505.385967845713,"Short-term",1
"413",350.570932290024,"Short-term",1
"414",247.23489590815,"Short-term",1
"415",184.311745318924,"Short-term",1
"416",107.546053531664,"Short-term",1
"417",238.708670288864,"Short-term",1
"418",278.982712592423,"Short-term",1
"419",183.494514301649,"Short-term",1
"420",389.889606100477,"Short-term",1
"421",119.560253413382,"Short-term",1
"422",624.377887331979,"Short-term",1
"423",455.448802366424,"Short-term",1
"424",259.219143931774,"Short-term",1
"425",315.500067848523,"Short-term",1
"426",170.341695518024,"Short-term",1
"427",275.175048499534,"Short-term",1
"428",336.313085298551,"Short-term",1
"429",311.176016662986,"Short-term",1
"430",341.803898066049,"Short-term",1
"431",253.146343804313,"Short-term",1
"432",209.810081963142,"Short-term",1
"433",319.923660540458,"Short-term",1
"434",208.98046656008,"Short-term",1
"435",406.179790849288,"Short-term",1
"436",279.217353865541,"Short-term",1
"437",921.029605484181,"Short-term",1
"438",461.745825002022,"Short-term",1
"439",273.682258873618,"Short-term",1
"440",264.099149883967,"Short-term",1
"441",363.771463610604,"Short-term",1
"442",231.143723451832,"Short-term",1
"443",484.340832962265,"Short-term",1
"444",415.928939500804,"Short-term",1
"445",185.725475057563,"Short-term",1
"446",351.097535728152,"Short-term",1
"447",326.783850117747,"Short-term",1
"448",83.6949864752163,"Short-term",1
"449",445.829374700326,"Short-term",1
"450",72.5485897751719,"Short-term",1
"451",82.6420332237122,"Short-term",1
"452",209.424882773621,"Short-term",1
"453",164.759548762703,"Short-term",1
"454",359.604603435359,"Short-term",1
"455",301.913694746241,"Short-term",1
"456",313.478591937633,"Short-term",1
"457",212.585973985949,"Short-term",1
"458",449.355221782469,"Short-term",1
"459",295.684922547489,"Short-term",1
"460",201.225077877705,"Short-term",1
"461",189.664548541738,"Short-term",1
"462",378.335229309473,"Short-term",1
"463",138.72481777312,"Short-term",1
"464",271.487637811492,"Short-term",1
"465",461.648951500844,"Short-term",1
"466",401.893440334779,"Short-term",1
"467",236.439515357581,"Short-term",1
"468",475.431560510372,"Short-term",1
"469",186.47306378492,"Short-term",1
"470",823.640442848299,"Short-term",1
"471",314.704566294912,"Short-term",1
"472",255.016535670937,"Short-term",1
"473",246.873756032661,"Short-term",1
"474",164.951046664505,"Short-term",1
"475",392.555560152515,"Short-term",1
"476",204.674549558066,"Short-term",1
"477",65.0411298916561,"Short-term",1
"478",513.419145880756,"Short-term",1
"479",303.872192428368,"Short-term",1
"480",450.405519395449,"Short-term",1
"481",293.032079592328,"Short-term",1
"482",367.338727647561,"Short-term",1
"483",218.133089631732,"Short-term",1
"484",484.966881204019,"Short-term",1
"485",205.647845515358,"Short-term",1
"486",174.380765483509,"Short-term",1
"487",563.618237072138,"Short-term",1
"488",116.358835475942,"Short-term",1
"489",221.988465442547,"Short-term",1
"490",199.491423825714,"Short-term",1
"491",148.116889621226,"Short-term",1
"492",270.62114898082,"Short-term",1
"493",329.671358507559,"Short-term",1
"494",317.311327323681,"Short-term",1
"495",91.0595231242888,"Short-term",1
"496",289.190429952357,"Short-term",1
"497",204.645632790291,"Short-term",1
"498",178.61026586247,"Short-term",1
"499",244.335661284811,"Short-term",1
"500",239.068395752375,"Short-term",1
"501",182.802788707302,"Short-term",1
"502",175.367661939449,"Short-term",1
"503",364.778199868144,"Short-term",1
"504",143.534653686505,"Short-term",1
"505",102.464551835806,"Short-term",1
"506",622.777686873692,"Short-term",1
"507",397.514248747615,"Short-term",1
"508",215.73946029972,"Short-term",1
"509",158.082267734875,"Short-term",1
"510",123.91047139993,"Short-term",1
"511",386.845138537909,"Short-term",1
"512",138.98201473036,"Short-term",1
"513",235.285772042079,"Short-term",1
"514",356.173325404259,"Short-term",1
"515",303.488473755052,"Short-term",1
"516",381.201034819557,"Short-term",1
"517",332.352476167674,"Short-term",1
"518",163.402915438024,"Short-term",1
"519",136.960265164519,"Short-term",1
"520",461.751813552621,"Short-term",1
"521",415.502434102428,"Short-term",1
"522",218.982000529278,"Short-term",1
"523",166.851943062545,"Short-term",1
"524",202.328335661145,"Short-term",1
"525",209.568655529636,"Short-term",1
"526",312.884418746632,"Short-term",1
"527",363.279009431599,"Short-term",1
"528",643.496521264838,"Short-term",1
"529",499.527997013525,"Short-term",1
"530",415.583658617607,"Short-term",1
"531",363.370168045547,"Short-term",1
"532",625.03664695265,"Short-term",1
"533",241.705194153717,"Short-term",1
"534",233.710421294256,"Short-term",1
"535",359.672487208294,"Short-term",1
"536",354.614184575211,"Short-term",1
"537",144.608416151373,"Short-term",1
"538",276.909505792361,"Short-term",1
"539",211.777004672363,"Short-term",1
"540",302.147801269212,"Short-term",1
"541",228.054237896479,"Short-term",1
"542",228.051925766626,"Short-term",1
"543",170.836887080227,"Short-term",1
"544",488.80081138261,"Short-term",1
"545",132.96704127961,"Short-term",1
"546",534.919382870041,"Short-term",1
"547",400.587476688092,"Short-term",1
"548",344.082174338291,"Short-term",1
"549",242.482676411017,"Short-term",1
"550",425.065654860201,"Short-term",1
"551",212.049912945383,"Short-term",1
"552",326.701177255704,"Short-term",1
"553",320.961624544337,"Short-term",1
"554",198.136040113175,"Short-term",1
"555",328.801103735377,"Short-term",1
"556",131.241663232585,"Short-term",1
"557",145.178887830223,"Short-term",1
"558",221.987327311279,"Short-term",1
"559",183.427110818537,"Short-term",1
"560",221.056022138896,"Short-term",1
"561",319.826551472451,"Short-term",1
"562",305.358452960517,"Short-term",1
"563",204.987248036017,"Short-term",1
"564",349.217811227266,"Short-term",1
"565",350.578690027309,"Short-term",1
"566",334.904953857068,"Short-term",1
"567",358.86918495329,"Short-term",1
"568",205.551825441664,"Short-term",1
"569",817.090851813241,"Short-term",1
"570",273.216664234338,"Short-term",1
"571",249.148540676389,"Short-term",1
"572",562.200008198007,"Short-term",1
"573",163.34077258403,"Short-term",1
"574",524.479186020332,"Short-term",1
"575",336.243040295001,"Short-term",1
"576",314.976526533435,"Short-term",1
"577",915.660095050584,"Short-term",1
"578",634.965415652142,"Short-term",1
"579",551.993148430368,"Short-term",1
"580",400.454672462973,"Short-term",1
"581",225.662961888442,"Short-term",1
"582",185.365278713297,"Short-term",1
"583",48.4536241749485,"Short-term",1
"584",247.959712709731,"Short-term",1
"585",516.654791340267,"Short-term",1
"586",358.160381533609,"Short-term",1
"587",175.880773599016,"Short-term",1
"588",402.197039123117,"Short-term",1
"589",424.736312760521,"Short-term",1
"590",422.127940018608,"Short-term",1
"591",294.504744644774,"Short-term",1
"592",259.227810294047,"Short-term",1
"593",136.497172080784,"Short-term",1
"594",165.510368744601,"Short-term",1
"595",173.244083194747,"Short-term",1
"596",193.251906182824,"Short-term",1
"597",520.771548932964,"Short-term",1
"598",236.7087242339,"Short-term",1
"599",404.685283774242,"Short-term",1
"600",242.310820597002,"Short-term",1
"601",317.962513113898,"Short-term",1
"602",322.648083894427,"Short-term",1
"603",156.173497414106,"Short-term",1
"604",269.622254446738,"Short-term",1
"605",175.855154810233,"Short-term",1
"606",160.315428386715,"Short-term",1
"607",404.440938915396,"Short-term",1
"608",334.773050717828,"Short-term",1
"609",459.438055252838,"Short-term",1
"610",168.550040828337,"Short-term",1
"611",247.741689358189,"Short-term",1
"612",459.609841333737,"Short-term",1
"613",253.223551706875,"Short-term",1
"614",216.442366329594,"Short-term",1
"615",206.886637209848,"Short-term",1
"616",293.412605316325,"Short-term",1
"617",262.362596722226,"Short-term",1
"618",249.856050806879,"Short-term",1
"619",591.171907290785,"Short-term",1
"620",110.073493142698,"Short-term",1
"621",173.76928051349,"Short-term",1
"622",138.119860960358,"Short-term",1
"623",168.41897209454,"Short-term",1
"624",414.133715524263,"Short-term",1
"625",339.130469138051,"Short-term",1
"626",240.714551988674,"Short-term",1
"627",233.27236746939,"Short-term",1
"628",531.855442966166,"Short-term",1
"629",211.148997887515,"Short-term",1
"630",385.690439835351,"Short-term",1
"631",262.828737566112,"Short-term",1
"632",283.637972629219,"Short-term",1
"633",391.210495728209,"Short-term",1
"634",489.827122911551,"Short-term",1
"635",300.526563586385,"Short-term",1
"636",126.253163793493,"Short-term",1
"637",530.553361655156,"Short-term",1
"638",166.220970320881,"Short-term",1
"639",310.756792294472,"Short-term",1
"640",200.39319934707,"Short-term",1
"641",337.545052643386,"Short-term",1
"642",520.621925257423,"Short-term",1
"643",364.202725332671,"Short-term",1
"644",330.18759215462,"Short-term",1
"645",227.759874649991,"Short-term",1
"646",218.366489832758,"Short-term",1
"647",271.086815198833,"Short-term",1
"648",583.691936235552,"Short-term",1
"649",616.976823179518,"Short-term",1
"650",320.015832814732,"Short-term",1
"651",392.815907794549,"Short-term",1
"652",214.571247187209,"Short-term",1
"653",362.212323220262,"Short-term",1
"654",390.118017669184,"Short-term",1
"655",250.214460351253,"Short-term",1
"656",264.301524263483,"Short-term",1
"657",228.847139913091,"Short-term",1
"658",165.844533457331,"Short-term",1
"659",144.302926952505,"Short-term",1
"660",240.910181074378,"Short-term",1
"661",113.012856006094,"Short-term",1
"662",351.291828437728,"Short-term",1
"663",129.910691857236,"Short-term",1
"664",198.226831428325,"Short-term",1
"665",363.611157764719,"Short-term",1
"666",248.10622050525,"Short-term",1
"667",286.348814107689,"Short-term",1
"668",387.051622260088,"Short-term",1
"669",541.465567547656,"Short-term",1
"670",387.715426423001,"Short-term",1
"671",497.16994797766,"Short-term",1
"672",454.914069076305,"Short-term",1
"673",132.055490870877,"Short-term",1
"674",288.938742002056,"Short-term",1
"675",170.512625503918,"Short-term",1
"676",150.293490236452,"Short-term",1
"677",306.722064491518,"Short-term",1
"678",354.933765757557,"Short-term",1
"679",389.087745496508,"Short-term",1
"680",176.50726126926,"Short-term",1
"681",913.623190119075,"Short-term",1
"682",198.446165652251,"Short-term",1
"683",211.184585912717,"Short-term",1
"684",386.845281689311,"Short-term",1
"685",244.719784228961,"Short-term",1
"686",251.986412950361,"Short-term",1
"687",246.263058267348,"Short-term",1
"688",172.190989317612,"Short-term",1
"689",362.303889061536,"Short-term",1
"690",222.273216421077,"Short-term",1
"691",406.827267542836,"Short-term",1
"692",186.583625144009,"Short-term",1
"693",369.750420228205,"Short-term",1
"694",117.62884310454,"Short-term",1
"695",146.373110156404,"Short-term",1
"696",399.82114306125,"Short-term",1
"697",242.949855810571,"Short-term",1
"698",586.476967102312,"Short-term",1
"699",398.930651382436,"Short-term",1
"700",265.534360541766,"Short-term",1
"701",557.428701760372,"Short-term",1
"702",257.153365736469,"Short-term",1
"703",214.137657439217,"Short-term",1
"704",307.938667768739,"Short-term",1
"705",293.464991983356,"Short-term",1
"706",486.094119454055,"Short-term",1
"707",179.952548738564,"Short-term",1
"708",299.95255167482,"Short-term",1
"709",185.457889341144,"Short-term",1
"710",242.408694399015,"Short-term",1
"711",274.556535308095,"Short-term",1
"712",160.692106182818,"Short-term",1
"713",174.361034898218,"Short-term",1
"714",358.407494607921,"Short-term",1
"715",343.012795728729,"Short-term",1
"716",459.648300120925,"Short-term",1
"717",278.258339839314,"Short-term",1
"718",167.943844671367,"Short-term",1
"719",299.395230883741,"Short-term",1
"720",183.491231435155,"Short-term",1
"721",218.276822550393,"Short-term",1
"722",481.863561495508,"Short-term",1
"723",241.460848736546,"Short-term",1
"724",315.338842651961,"Short-term",1
"725",190.640781694375,"Short-term",1
"726",250.045257386738,"Short-term",1
"727",529.337937848848,"Short-term",1
"728",176.896847827371,"Short-term",1
"729",162.751126428973,"Short-term",1
"730",454.263862897363,"Short-term",1
"731",258.282420658825,"Short-term",1
"732",270.582327320231,"Short-term",1
"733",316.928331392756,"Short-term",1
"734",101.219460003812,"Short-term",1
"735",164.790131792908,"Short-term",1
"736",99.5208772565008,"Short-term",1
"737",334.852242582424,"Short-term",1
"738",399.888335164335,"Short-term",1
"739",379.58401491085,"Short-term",1
"740",411.27175765685,"Short-term",1
"741",306.443693767174,"Short-term",1
"742",292.104238195514,"Short-term",1
"743",384.214683458145,"Short-term",1
"744",446.079404539234,"Short-term",1
"745",69.0521087546133,"Short-term",1
"746",168.268981413526,"Short-term",1
"747",335.3989153528,"Short-term",1
"748",258.146704606972,"Short-term",1
"749",366.523571606246,"Short-term",1
"750",325.797335427938,"Short-term",1
"751",358.748611080315,"Short-term",1
"752",197.596591808197,"Short-term",1
"753",239.942476894433,"Short-term",1
"754",348.460983632476,"Short-term",1
"755",195.083291364714,"Short-term",1
"756",142.686350852698,"Short-term",1
"757",422.571793555595,"Short-term",1
"758",532.6335394416,"Short-term",1
"759",271.574226164629,"Short-term",1
"760",184.292448733984,"Short-term",1
"761",167.032125873671,"Short-term",1
"762",329.994877145991,"Short-term",1
"763",161.690416655087,"Short-term",1
"764",268.454032025195,"Short-term",1
"765",132.600093365774,"Short-term",1
"766",184.953059442135,"Short-term",1
"767",539.461655514169,"Short-term",1
"768",268.611973379539,"Short-term",1
"769",239.189004104152,"Short-term",1
"770",157.781441226884,"Short-term",1
"771",135.430876162281,"Short-term",1
"772",566.212403356139,"Short-term",1
"773",358.733726321377,"Short-term",1
"774",551.696797574098,"Short-term",1
"775",398.783545371141,"Short-term",1
